STATEID,pop,rent_mean,hi_mean,hc_mortgage_mean,hc_mean,debt,hs_degree,mean_age,famliyType
2.0,18.905877107864992,36.01767933338889,55.9928919417634,56.64403703648945,37.02253604354954,81.70036449733638,97.89024006709298,29.174021122453293,2
2.0,22.506621908683226,27.842105398192174,35.9782034875,37.38135847654883,42.12682434457509,76.3865956364165,88.81958276548903,24.690985689979872,2
2.0,13.752589756366213,28.99699815852851,39.24813890404098,31.918391648321627,37.62992181694897,86.01721756648702,91.29625746933641,26.697780209899623,2
2.0,16.619023891322023,33.63960655493574,41.19718503282195,39.30143939460417,37.012288771089494,86.19375473794614,89.40664639899362,26.86852488029433,2
2.0,15.966011906322938,34.32554132721314,53.06215214284079,42.22189054567419,37.525641714713096,85.61325898003054,91.72738232519133,28.420574734746985,2
2.0,26.600403870866224,34.40780670283443,50.54377701482148,45.395247090789866,44.459819705578425,78.2475051143857,93.42960478037531,31.00044983579978,2
2.0,21.082583724528597,34.23023500544748,63.155764767919166,52.626357817381816,50.53594334211211,82.04305430075703,96.63617779641471,29.913741688354317,2
2.0,13.193989142692297,74.39798189024181,71.66459607213982,62.89016810318784,53.54303529518225,62.61565780865447,97.64257259670825,40.365390011297784,2
2.0,25.832000209803045,9.836966930993762,17.80187564664193,10.426543488979737,20.574773417337525,18.49798020706772,65.17847782786455,18.373203385727017,1
2.0,3.8813563767013717,18.49105570476062,18.715570421194624,19.156322427330423,22.543712758136618,38.82883163546113,73.56903239333263,21.169797074757334,1
2.0,2.444205502084918,23.785345956904994,36.995545106759806,32.02292446764353,32.80996632726714,45.693012243372074,89.5009959115211,31.074750762066223,2
2.0,5.302772022763631,21.368980230570404,37.20426874673752,28.724755210586988,22.162946997254014,45.720012046065825,93.74672397525944,30.280831922435908,2
2.0,6.023969998164223,21.804235352048522,34.774934512506235,41.312735820949754,33.65390175845819,49.54359948908066,91.68282838871998,27.185598869661753,2
2.0,4.539613437885185,18.002878874806672,18.07758091220473,34.07844359624108,43.743193865847765,51.88012087603976,79.85637907537478,39.14632862043172,1
2.0,8.848443523642182,22.748047510586648,22.49985634117229,40.115748518040064,32.96552287477503,65.87121094115082,85.83315861201383,26.35572310521514,1
2.0,12.331174110303952,31.655336908288874,33.7780546911047,42.43403094359837,43.228773257612964,70.94925075547525,87.58255582346158,28.79236082520869,2
2.0,7.794183210511132,23.853431761563165,30.941800199338736,41.542058983253646,43.20742239465998,79.01180722140877,89.59141419436001,25.015189489585094,2
2.0,11.31625186855839,25.709691994522327,35.06478198104103,41.017878173976854,42.63538676575663,58.29153556185551,93.63795995387358,27.891019118580008,2
2.0,11.342477249482048,24.849851543629466,34.052243968410416,39.74121555728314,47.598948004186845,75.89540691818021,86.7150644721669,28.150660692340594,2
2.0,15.444126825942147,25.27947025822751,35.58246469863715,34.5318405097415,45.622352208465465,73.82057592656054,91.02369221092358,26.677549333758137,2
2.0,14.591801945923264,26.196546136246962,43.34418800683049,45.162256148654805,34.20539122043236,70.97209674236996,95.50267323618826,30.934114320852558,2
2.0,3.8892239909784685,25.87790802698634,37.46668676140678,31.72641297655982,44.11934036789488,55.18759670602408,89.4236817276444,33.089169065342986,2
2.0,17.53691222365005,20.61765960703495,45.362693919835365,42.87460606713418,34.16966757551768,60.780709679429265,96.92315756368592,28.658340726070016,2
2.0,19.915554273425823,32.187431053973114,35.05742856851515,36.1222584102538,31.571649071153047,73.51942428113026,94.23419645665163,23.82827349656644,2
2.0,29.928404710078414,35.05134321758664,40.43490746502787,40.89960011571463,32.42281462020322,78.64315606924411,94.82257050005241,23.47582870477375,2
2.0,13.157273609399175,29.466543918844685,33.050302258909866,38.13303913484123,31.296755799656808,82.33589831458926,92.4585910472796,22.44141395912432,2
2.0,7.052004930371614,46.18295305337776,28.757953177055445,51.36983723244103,2.77808639641634,77.602625211585,95.71889086906383,5.803257941530697,2
2.0,27.30324407962026,23.368417451341962,42.54024692825708,33.409846843410094,31.75378548747423,61.501396720562425,95.50005241639585,34.685274052562306,2
2.0,6.614041068946526,18.129416583812045,30.91009191188675,24.273362789216026,29.802882876645565,55.90205302345868,93.9694936576161,40.53334227602113,2
2.0,0.07343106658624217,11.88702319487107,26.58530978253048,7.294225716590754,23.172944358458373,18.132444416752342,82.35926197714645,49.59899027630915,2
2.0,5.308017098948362,14.554648318241378,29.12091725251806,28.851243163034102,20.83200042269316,34.42474843453067,87.59172869273509,40.67127115723815,2
2.0,13.212346909338857,27.63016841997365,51.86093405069303,50.72049164326212,43.3661394237587,76.01482912240257,94.49365761610231,33.4998557530272,2
2.0,15.336602764155149,28.340226735462405,35.851169008123705,41.00842339860302,40.97235884341193,79.9723771249364,88.70950833420694,28.30639189314845,2
2.0,9.430646980147387,21.194015919810248,36.45813611460019,49.881486946099265,39.13947264777483,58.554264411144686,96.48810147814235,41.580267443751666,2
2.0,15.197608245259762,25.690800614276316,41.16089838865385,43.43119730953749,40.27469346395524,68.97826515883153,96.83536010063948,33.195892040468614,2
2.0,0.9493587894364166,12.347452733218445,17.82919476473156,14.05543512829421,16.279601198723785,8.948357685078456,95.51184610546179,34.37831364233224,1
2.0,15.276284388030737,26.07722328488076,32.36855387428367,29.369615094091056,23.855182652332754,57.24685088839735,88.57584652479296,36.439521389287975,2
2.0,2.960845506280979,19.899302386029778,38.48465522021841,29.905162981583715,21.591389327422917,52.824075516371224,94.87760771569349,43.2892295267796,2
2.0,17.812278723348456,21.663362634810362,34.2277686274424,33.54735272380211,22.680129079315396,58.81907016833339,92.74032917496594,40.12163050928942,2
2.0,17.235320343027983,22.67659559280122,33.440438872084684,32.03097510456692,23.201246580421476,66.05501729025826,92.88316385365341,33.42988467580854,2
2.0,19.472345335816,19.755639288890382,31.560200511539872,24.78064992859233,32.44351504584186,66.71962781810441,86.53553831638536,33.74677982298559,2
2.0,26.419448742492985,26.556904839342483,32.025164245640774,28.682749709811993,23.6393054835631,66.36551502123639,94.79374148233568,29.0851374962623,2
2.0,2.5412394115024517,8.269527872456063,21.450830541398496,20.396254241005675,19.41048333687096,25.124354860483717,94.15819268267114,34.82820957201032,1
2.0,8.861556214104011,27.577174744844573,41.45428868961954,37.07378286075735,33.11059408126337,68.35000051922697,93.66678897159034,36.619386544190036,2
2.0,12.737667514620648,23.786779404221466,27.921940928113543,35.19429941477284,31.307603709375375,58.57607194408965,86.86314079043925,32.86077231201989,2
2.0,6.102646140935198,30.142313735767594,42.75356838981288,33.7275400365522,34.37623638507469,73.94830576238097,91.89642520180313,32.67034366474979,2
2.0,4.843827856599617,30.720968165834517,28.94752813505602,32.889588139301104,28.776286306594045,37.161074592147216,80.67276444071706,30.783566350238818,2
2.0,7.689281686816502,27.0446795656539,36.998606182719236,38.717619293882535,39.497020650929244,70.1205645035671,75.17690533598909,29.872158681009942,2
2.0,3.566651805617477,39.36053626275388,26.355996737665098,58.35380573272603,0.0,26.044425059970717,96.30333368277596,8.017666530390603,1
2.0,20.655110015472975,10.448861661308882,18.43452264493431,8.93657048055689,21.163464128321383,27.723605096731994,70.51708774504665,16.203237095558272,1
2.0,3.765964700637277,17.30688589325153,24.97830942413518,20.2047749805646,24.43878343322192,21.894763076731365,83.35255267847785,24.815039565725858,1
2.0,5.363090398888044,17.075345359207226,24.956459518112514,28.412040812778166,18.254870612470846,37.981453212457296,84.37074116783728,43.14644006447495,2
2.0,16.542970286643413,24.827183385524805,40.489329476036,37.15716607261398,25.073169339320273,75.39071829859706,92.30920431911103,28.323151034306694,2
2.0,5.085101361097269,18.783458624735072,25.61715922814202,25.79045840340258,28.219044330855787,60.73294079774033,87.17632875563476,31.025425887533892,2
2.0,5.454879232120847,24.77371376736176,29.91104052731543,28.620737606741542,28.74730813997095,54.65798519164669,86.45298249292381,34.04051463927279,2
2.0,5.863995174529911,25.421131130709103,33.739886818316556,27.58088275735951,22.905156704681726,64.90648722182415,92.36555194464827,31.997705921415236,2
2.0,12.677349138496236,35.222764842761734,42.84263094207135,40.06137103788632,31.972428988612496,75.42291037103959,94.6351818848936,30.065353395968764,2
2.0,17.476593847525635,33.460185127286366,35.64573338245989,31.42324939476345,21.471552173605428,63.451613238210946,82.861148967397,25.285204220836636,2
2.0,11.785686187091867,27.978517253064737,36.081295440282794,35.494876464130115,20.974422509139377,79.81660903247246,89.5652059964357,25.474197850142804,2
2.0,7.95153549605308,24.28734974797452,33.45889671757547,31.767198639654143,28.863341055378573,60.996708100979255,88.25479610022016,28.025294616029694,2
2.0,9.82665023209462,22.203120292696994,29.745370736298366,29.9709192107145,30.084895126851976,73.69907681443865,86.3940140475941,27.692161205833386,2
2.0,15.850620230258844,32.84551152103316,35.46882097479685,30.92836778820421,30.39563168486039,76.82793856506433,90.59911940454975,21.542911057792153,2
2.0,14.035823870341716,22.40924616431583,25.706829105028756,30.033956881920705,25.261227711058865,89.80653602915977,87.74766747038474,24.532448258027557,1
2.0,9.197241089926832,31.107349101130744,40.98082182363705,34.73441526006095,29.41594373079548,72.76135289780574,91.69855330747457,29.3881809999968,2
2.0,10.033830741391519,28.034076311978367,34.52451290571225,31.877172951360606,22.320968040206864,74.30034165134948,90.56897997693677,30.079165300458154,2
2.0,13.146783457029713,22.6326087182239,41.036855663568176,35.75024657704539,30.77403376504516,78.14885198915854,94.05991194045498,29.26135156121919,2
2.0,14.796359917127797,27.24657090869395,45.29091076745319,41.0196086074577,32.44425232959499,77.40531896113067,93.91052521228639,28.979270089139654,2
2.0,14.124990165482155,20.25494392916187,30.197078562621087,31.343090473814406,25.89794875392062,73.34184865572138,89.92294789810254,27.4554730573541,2
2.0,10.314442317274658,31.45436079915507,36.92790636800545,40.78096682866,36.21069128246987,66.7923195945876,90.56373833735192,24.107552038552367,2
2.0,5.509952532060528,14.17321060916136,21.003223174615005,21.136055766436897,16.34314303335177,27.649874866299058,89.08035433483596,36.06610075832355,1
2.0,6.490781778605334,18.096273130881617,28.301020739664423,28.246208779379188,22.70813735948565,39.956592624900054,86.13586329803962,33.42720980716092,2
2.0,9.068736723400908,24.5578175530782,36.45272593881787,45.5509809981068,31.777470879872855,49.752328732982335,90.03302232938462,33.47476700655531,2
2.0,14.185308541606567,25.716712622457916,32.979599231151305,37.902771127166176,30.439639751254795,61.05278461426627,90.8480972848307,34.52554652525712,2
2.0,2.520259106763526,23.48486966259885,33.31489165925776,43.24784746365755,34.22698622512236,66.34059212644216,96.52479295523638,37.75362046381649,2
2.0,12.472791167291705,28.927253375369137,36.339909642275764,30.765107212511182,29.971700207307915,37.93368433076836,92.13360939301815,28.987654483360657,2
2.0,6.5983058403923325,13.149334880043856,22.485368139697613,28.659183768507695,17.191933969984536,33.367602313675405,83.8229898312192,29.435514140435536,1
2.0,11.52867745404002,23.552539451845092,40.863800661804376,33.0787672872329,25.515108395590996,48.14584047270424,94.30495859104727,25.745368808280993,2
2.0,6.160341978967245,14.58555010355988,24.77832730484774,27.3812154854107,20.6357001417176,43.514335856776434,87.09770416186183,45.71957051559523,2
2.0,1.5866355458813037,20.604936758848645,30.65841511958994,24.8624801997939,34.54936810106011,49.511407416638114,92.82026417863509,34.33042589061716,2
2.0,3.094594948991634,9.399291964241755,18.004345982399588,11.948606714020151,19.485501047774957,5.151770044757366,64.94260404654575,29.45402037505223,1
2.0,3.64532794838845,13.063097694258257,22.80939034445885,20.342326328296924,21.28486087413066,25.722504335545242,77.70337561589264,40.04265893133921,1
5.0,3.923316986179224,10.780068251622248,18.83655928829399,14.909398580415786,16.61496570628474,45.191438985638186,83.86099171820945,47.29489583700438,1
5.0,7.518816710812724,8.590991408575453,13.572582900937915,10.354733052504187,20.690301044373978,57.7650394093274,65.16013208931754,31.400027989113692,1
5.0,10.705200493037163,11.729113375727792,20.01106650629347,16.65630412490239,21.771779705201894,63.903340706356374,83.99072229793478,35.85042493160582,1
5.0,3.4722404342923086,8.901476953432404,18.89239289546104,14.688351446609932,17.895891161370706,42.75314911160265,72.35821364922947,41.26435940760449,1
5.0,3.7528520101754475,6.060152687715458,16.364214726840427,10.553469581251559,16.813970373218016,25.11812413678516,76.26585595974421,43.402347848933495,1
5.0,7.114945844588393,13.31276579890159,16.41767340239676,15.551031984744546,15.715166758827138,40.08847627651952,83.38531292588323,38.56128629522648,1
5.0,13.991240722771497,8.847744616854875,17.163489053557683,16.751009920198037,17.438186136211044,49.7637517264297,85.60645769996856,35.588392011251976,1
5.0,5.158532427683512,11.890614304115008,19.176267336494114,15.019511725551727,16.680943492423257,47.362846194585515,79.69388824824405,36.338899016566764,1
5.0,10.416721302876924,11.338584325343486,17.693643677800008,16.993348169448044,16.91372170696372,49.210255771207834,90.132613481497,52.40480851664376,1
5.0,8.203299152920195,9.659436433846972,19.3036502764938,19.270780499584877,16.475551664673148,53.545801011454145,85.42168990460216,49.92639889607805,1
5.0,13.844378589599012,11.351559190583185,19.043033287203418,18.01159168687696,14.541072140543045,53.15949614214358,78.61148967397001,46.33321439633132,1
5.0,8.675356009546038,14.514520354468994,17.270255937691996,24.467488151606222,15.550945001607877,60.37778954692254,81.49832267533286,51.45501292762421,1
5.0,16.199417796543493,11.31873838368927,17.184780226565657,15.773281206948495,14.813866521882114,44.78644194523194,85.93799140371108,55.52172574099674,1
5.0,14.292832603393565,10.379108049526616,14.810283687598384,14.152265974681958,14.49690617153265,49.29540899508812,84.5568193730999,36.11777588983571,1
5.0,15.88995830164433,15.291894779220339,37.71844478093212,25.318082644010158,19.653497284834152,67.14954775330489,77.73482545340183,30.829357692483295,2
5.0,11.717500196690358,12.884724464926528,20.570747542127528,18.156880262967732,16.14377215381294,59.8647932957413,71.80128944333788,27.520269146524967,1
5.0,8.937609818782617,16.19894802998764,29.90064149421269,25.60504161709542,16.88871236186178,63.63438113336864,79.81444595869588,38.86509317060913,2
5.0,18.95046025543521,17.980033609176164,20.676030932537017,20.025065682739807,18.15778297439336,81.13233018681787,57.612171087116046,17.099001413544183,1
5.0,10.983189530827936,14.647761663588005,24.984188809130504,18.07974017890193,15.559528830740238,69.59510680498873,73.08942237131775,22.821934994791828,1
5.0,9.593244341874065,13.52683047523656,28.551039477973227,28.08419892025571,22.017566666028983,83.76688785735797,79.06620190795681,32.012025739598265,2
5.0,10.521622826571555,14.823289668542971,28.954847769652158,18.76647013372351,17.41461917077441,71.69174532955336,70.98883530768425,28.296256329634506,2
5.0,11.966641315465107,20.29039138513252,22.827988180399515,18.65547219900815,18.499655499004156,65.03525551159434,75.91859733724709,33.440749602913996,1
5.0,12.756025281267211,15.097894887373647,22.62291824565309,20.278734295936253,23.832271590070235,72.78627579259998,70.65205996435685,25.670459429456123,1
5.0,8.578322100128505,13.74612196385632,21.05040005179632,17.121316849715626,18.269700704701158,76.02936747769921,80.53910263130307,26.628165359715034,1
5.0,11.586373292072068,15.715254802791586,34.98533784673818,29.612229794495722,23.58131878442922,66.51401393605201,88.15520494810777,28.09000086681792,2
5.0,9.409666675408461,32.18654016566333,56.96681701573932,43.91851431774692,34.86897210559191,75.40110283809466,93.43484641996017,37.583447488481134,2
5.0,12.716687209881725,21.21919006914548,36.801304675749506,24.475950182860043,20.472908010490805,68.27003956509549,96.82094559178111,44.282809739390345,2
5.0,10.760273792976843,22.547265898690444,41.23038783210277,29.524249761592493,23.53551791602557,77.7438549487523,95.08072124960687,38.031959107162265,2
5.0,10.941228921350083,23.93045561052818,28.67969256734439,27.15601283121411,23.987038017180414,50.140710510192434,94.32068350980187,71.90919265331188,2
5.0,17.959140856520943,11.868103723552235,22.373791759869015,19.7787853907717,21.465755932963056,64.17437718724364,76.01163643987839,31.26868487411708,1
5.0,11.470981616007972,14.003230724857577,19.836451134384845,17.195948935839212,20.939227837988273,83.3369679221575,67.84909319635183,22.094810793748874,1
5.0,9.973512365267105,14.377902230861645,21.451294184671312,17.02632025795475,18.572696997937246,71.5339003291899,70.88007128629836,25.692448364790366,1
5.0,8.053814481655346,13.391746124205792,16.195620514390537,14.239298001382883,16.14828816863028,41.99507772827814,74.88337351923681,34.659904522990686,1
5.0,17.363824709553906,12.723926883496201,23.887019592780927,21.21819069313256,20.44652612726526,60.09117625678889,81.81020023063215,34.08058610968842,1
5.0,15.758831397026041,16.44794943983578,37.38320312894559,27.644958883166904,18.578857021914153,88.48873796691485,93.56850822937416,15.844608824270297,2
5.0,10.345912774383049,35.70625902464173,62.3558755390672,53.2393679505761,45.58304113757903,79.37526610382463,97.51284201698293,28.325286065361965,2
5.0,8.515381185911727,54.81928532624099,57.63895166999645,34.32973793896679,26.19721793810157,88.51158395380958,95.50660446587693,21.273523386243415,2
5.0,19.540531326217515,14.476928345738202,36.736473409969236,29.218482141215297,21.7340130433634,83.65369637683416,89.9216374882063,23.376017452661106,2
5.0,14.235136765361517,28.15281433396164,42.10536067933712,32.738533477781374,24.357826762003405,75.19860431789154,88.91131145822413,23.00417842513393,2
5.0,9.018908499645956,14.473442377366863,24.59909498782818,23.04173302011053,18.606874411850715,60.90220879155114,72.97803753013943,32.43830333459774,1
5.0,4.607799428286696,15.089036300672811,26.1928291166527,26.896148745834846,23.378898562448512,55.338172528739214,90.47463046440927,49.733571454360856,1
5.0,11.956151163095644,16.552780775563434,33.23060714125078,25.411611394416006,24.949084605132626,59.01949178063699,86.83169095293009,42.07150540928051,2
5.0,5.449634155936115,15.464819945626973,36.36227564247939,24.728954778375417,20.714022268520075,68.36142351267432,89.66086591885943,47.73580941618549,2
5.0,15.276284388030737,13.733892180881712,18.268028107190414,14.232053619542024,13.321853205833046,53.847991110834194,75.43767690533599,41.60379358571831,1
5.0,16.716057800739556,9.874128745009195,25.981225004779702,17.425470987364317,17.45765674339823,63.07673136234775,81.23493028619352,37.99256879587994,1
5.0,10.275104245889171,9.080771837487022,11.215180829729565,12.290952201816621,12.620695141974192,41.64200338535988,71.19850089107874,38.688945808442995,1
5.0,5.402428470273531,10.199283715632637,14.988155321110606,14.498985080218093,15.782982288488686,35.81316136535926,82.89259880490617,36.325425964815864,1
5.0,4.552726128347015,9.412325954501414,14.624629240424808,9.453774119794906,20.468571154410842,51.05974225572968,61.66002725652583,31.398557769337415,1
5.0,6.7215651307335245,12.149051371560143,16.570558369883276,16.379241957269414,17.716796192360608,33.93148280839486,74.63439563895587,37.44473379213766,1
5.0,6.834334268705253,10.921769254207888,19.6073753724218,12.04003497056047,19.064153707264946,29.41940039668941,74.84275081245413,41.33771839282435,1
5.0,6.81073142587396,12.857846391373565,16.614592179299404,20.709237309461724,19.304015068768106,58.15653654838676,92.8490931963518,51.7834828171982,1
5.0,19.016023707744356,9.617522145376551,16.349958133102575,16.764566724974035,13.175464119818937,56.61235552509425,72.13282314708039,27.63384926262999,1
5.0,17.71262227583856,9.416598740446053,16.041924580771536,13.3290608135621,15.771550746408703,47.54769099764271,63.333420693993084,33.94329859671557,1
5.0,8.864178752196375,14.777303512182158,24.741848533344392,24.691095072356884,24.107678652386195,38.12060604172508,84.09817590942448,42.03676982720721,1
5.0,7.849256510450814,10.832349216103495,15.564576343034501,15.141032310285842,19.102217954802807,44.49048256955045,70.96524792955238,36.45665535602861,1
5.0,6.558967769006845,7.433261182349135,10.446694881178722,11.880696013753548,19.866250411078205,25.176277557971694,65.12213020232728,38.17607538965703,1
5.0,12.20266974377803,8.579241581645224,18.70169511483944,20.890162068431756,21.95659864404165,67.58258305035464,88.19582765489045,25.511141798818198,1
5.0,12.247252891348246,11.008668586710222,20.354098772449515,18.880031745637396,16.927421580854187,44.47698266820358,82.52306321417338,24.20756614185489,1
5.0,9.863365765387742,8.852480236666164,14.125056717783844,15.230450278218669,15.456405061507624,45.41055276903747,79.10027256525842,33.38893065846409,1
5.0,5.418163698827725,6.487539900994591,16.952525366135486,11.580855438052794,17.958424241209606,37.41653426378808,68.3784987944229,38.61498463054377,1
5.0,10.621279274081456,9.909822332284651,20.521026925605753,21.757481004699553,16.3785186851935,49.70767521314268,74.53349407694728,44.49134900987931,1
5.0,9.252314389866513,11.39633876848239,25.510631570210503,23.98934217339027,16.510346720742245,54.723407790481524,77.99821784254114,49.54397032201495,2
5.0,12.761270357451943,10.601337596830493,19.74674243244844,16.653960490179657,19.023712418038677,40.333551408662785,81.12485585491143,36.119932900343734,1
5.0,10.073168812777006,11.535927054857094,21.132603426993025,17.867583976822026,18.65726781710869,38.98667663582459,81.7132298983122,40.93767839533959,1
5.0,13.382811885342635,11.062012731414626,24.24523236233769,19.06388586565521,18.150413173450865,39.43425028817098,79.44622077785931,40.331341336246055,1
5.0,18.536099236841416,12.400830854744276,20.531417898790203,17.776630331234998,18.577344800707163,63.96045567359315,85.55011007443127,22.259682151837882,1
5.0,13.768324984920405,9.67048264628629,21.84201830263012,16.173264936934896,15.204971867523353,45.66497398672857,81.41969808155991,39.68997258417771,1
5.0,9.231334085127587,9.354239501635048,19.58813614720668,16.284882637695308,16.376784793006372,44.790595761030985,81.24279274557082,40.466671902372056,1
5.0,5.3814481655346045,9.056335814532188,19.59764132126231,17.02502601917177,21.02568377146755,46.682658857492974,77.82131250655205,39.95444209007072,1
5.0,10.437701607615852,12.09418602837842,10.496175479614147,9.884269352812943,13.09971641297486,68.13919436742579,80.769734773037,27.380575125807944,1
5.0,9.897458760588497,14.636374880332365,20.754910635904398,28.69937130509325,20.445383762570337,54.67252354694331,90.21385889506239,33.79947282846042,1
5.0,10.723558259683722,12.934682163917621,19.103344404260216,12.18135767612913,11.429674577891387,67.97511864336376,80.68062690009435,27.942783467583034,1
5.0,15.52280296871312,15.982938648810677,19.038545018619796,18.49970352254864,16.4689543719135,67.48808374092651,83.79153999371005,25.325978728503785,1
5.0,13.141538380844983,14.876665382262555,15.003878592425288,15.019470148465139,15.831249474290573,71.58997684247691,83.54125170353286,27.34479005679314,1
5.0,13.340851275864782,9.730965401432174,14.686859318898135,14.315804460374773,20.352608687862666,63.28130679045037,81.6804696509068,28.619520329040725,1
5.0,14.66261047441714,11.751184932952318,16.785788753228402,13.205941577691762,17.0086570109217,45.971317901907646,80.2206730265227,35.32503001777806,1
5.0,19.80540767354646,14.09409384150341,23.776332762150425,23.44414037816169,18.33590987890388,60.45463513920476,75.92252856693574,33.45186480167403,1
5.0,13.020901628596155,10.767288151154178,19.542568318253807,17.325151312816324,20.17916238128077,60.44944286945596,76.5253171191949,24.376820036733218,1
5.0,12.973695942933572,12.091028324258165,19.479022375062176,22.383479722486513,18.49178951945679,55.69851604930579,79.59691791592411,44.845625108469065,1
5.0,11.366080092313341,17.72757860257395,21.081411982332316,15.416645115268937,17.752760942423546,66.06332492185633,86.83955341230738,34.05383522425328,1
5.0,11.581128215887336,10.348477276177427,20.61157749533767,15.774248178137656,15.280430491116615,49.18948669221264,75.99329070133138,42.59051924517389,1
5.0,11.004169835566861,11.276367949702875,12.489586611732214,12.724199303056672,17.65829752436028,78.64211761529435,72.75526784778278,19.935925775721962,1
5.0,11.691274815766699,8.446348869363344,9.844224767658174,10.549412046626276,14.375576230676291,48.57679886185448,69.60635286717687,34.25482686744735,1
5.0,6.055440455272612,14.405817801371176,10.136421882142454,10.168796917325999,21.41327213999646,63.73614962044508,60.56583499318586,20.9951476647902,1
5.0,5.635834360494086,15.58645268578199,21.397316670647886,22.903748152229785,15.95222717084972,58.33930444354446,69.16081350246357,24.048408351708677,1
5.0,4.980199837402638,19.793132577565224,32.46036998771946,23.750230403315562,21.033559468098968,89.45346168624152,90.75636859209561,28.743628545788834,2
5.0,8.103642705410296,17.97428216266449,23.503692126920956,21.832956060175118,20.059540825265877,79.41368889996573,84.92111332424781,24.18645179607734,1
5.0,8.56258687157431,18.40483938662912,39.4331180975403,32.105717576639684,29.12609404497613,85.96425641504926,85.5081769577524,28.014714745170465,2
5.0,3.4932207390312344,6.244418353991065,10.757940599942065,16.887900411080437,18.732677855281647,30.55858437957569,64.41712967816333,39.36757985003801,1
5.0,8.59930240486743,9.158462113713204,15.77585601475206,16.995816292289682,16.515391102005395,45.425091124334095,68.33001362826292,38.77755094887578,1
5.0,3.4853531247541367,1.32964036853465,19.392340911991738,12.986258464094917,20.364848569872972,42.042846609967086,72.148548065835,41.40889417913174,1
5.0,11.97188639164984,12.788976979550412,10.508500969720897,12.949120156999749,17.171399342092677,56.341319044207,72.59539784044449,29.84138227019473,1
5.0,10.495397445647898,13.702490106932789,31.025901296178578,24.142392291925205,26.306015269790283,65.24294630154625,86.72554775133663,34.26605570893381,2
5.0,3.724004091159424,9.20971735273507,18.560599559596465,16.2182314070691,16.40536091527644,37.293996697716445,78.46865499528252,42.32803470807045,1
5.0,12.042694920143715,8.754947764262148,15.349679515607853,14.895330450417053,16.45200170413362,46.900734186942486,78.90371108082608,36.898887862190364,1
